week_start,total_crashes,avg_speed,std_speed,min_speed,max_speed,avg_npmrds,std_npmrds,avg_speed_deviation,max_speed_deviation,avg_speed_ratio,min_speed_ratio,total_congestion_hours,total_weekend_hours,total_rush_hours,total_night_hours,total_peak_crash_hours,speed_variability,speed_range,pct_congested,pct_rush_hour,year,month,quarter,week_of_year,week_sin,week_cos,month_sin,month_cos,crashes_lag_1w,crashes_lag_2w,crashes_lag_3w,crashes_lag_4w,crashes_lag_8w,crashes_lag_12w,crashes_rolling_mean_2w,crashes_rolling_std_2w,crashes_rolling_max_2w,crashes_rolling_mean_4w,crashes_rolling_std_4w,crashes_rolling_max_4w,crashes_rolling_mean_8w,crashes_rolling_std_8w,crashes_rolling_max_8w,crashes_rolling_mean_12w,crashes_rolling_std_12w,crashes_rolling_max_12w,crash_change_1w,crash_change_4w
2021-01-04,1,68.06802083333334,3.791342386846414,51.64,82.47,3035.1145833333335,1833.9790785111668,5.5140625000000005,24.129999999999995,0.9864930555555556,0.7484057971014493,0,48,24,32,16,0.05569931871722308,30.83,0.0,0.14285714285714285,2021,1,1,1,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2021-01-11,0,66.26604790419162,3.7580897413068035,49.66,76.24,3169.3532934131736,1899.9374881214403,5.3400598802395205,34.08,0.9603775058578495,0.7197101449275362,0,47,42,55,28,0.056712145361985405,26.58,0.0,0.25,2021,1,1,2,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,-1.0,0.0
2021-01-18,0,67.4764880952381,2.82609061982701,54.35,76.0,3153.2619047619046,1905.6882807035154,6.050654761904762,35.61,0.9779201173222912,0.7876811594202898,0,48,42,56,28,0.041882597918228806,21.65,0.0,0.25,2021,1,1,3,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,1.0,0.3333333333333333,0.5773502691896258,1.0,0.3333333333333333,0.5773502691896258,1.0,0.0,0.0
2021-01-25,1,65.70934523809524,5.437587429526964,29.59,74.83,3153.2619047619046,1905.6882807035154,5.6847023809523805,35.41,0.9523093512767427,0.42884057971014494,3,48,42,56,28,0.08275211706682023,45.239999999999995,0.017857142857142856,0.25,2021,1,1,4,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,0.5,0.5773502691896257,1.0,0.5,0.5773502691896257,1.0,0.5,0.5773502691896257,1.0,1.0,0.0
2021-02-01,1,66.2305421686747,4.32608665711607,27.24,73.62,3186.0,1893.423985239119,5.712590361445783,37.760000000000005,0.9598629299807928,0.3947826086956521,1,48,42,54,28,0.06531860551735291,46.38000000000001,0.005952380952380952,0.25,2021,2,1,5,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5773502691896257,1.0,0.6,0.5477225575051661,1.0,0.6,0.5477225575051661,1.0,0.0,0.0
2021-02-08,0,66.61196428571428,2.999033828236771,53.32,73.22,3153.2619047619046,1905.6882807035154,5.324940476190475,35.19,0.9653907867494824,0.7727536231884058,0,48,42,56,28,0.045022449951681566,19.9,0.0,0.25,2021,2,1,6,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,0.5,0.5773502691896257,1.0,0.5,0.5477225575051661,1.0,0.5,0.5477225575051661,1.0,-1.0,0.0
2021-02-15,0,60.140297619047615,8.404109447140439,32.12,70.34,3153.2619047619046,1905.6882807035154,7.3689880952380955,33.870000000000005,0.8715985162180815,0.46550724637681157,22,48,42,56,28,0.1397417335772993,38.220000000000006,0.13095238095238096,0.25,2021,2,1,7,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5773502691896257,1.0,0.42857142857142855,0.5345224838248488,1.0,0.42857142857142855,0.5345224838248488,1.0,0.0,0.0
2021-02-22,0,59.2384756097561,7.5894061290748915,30.17,72.81,3219.670731707317,1879.9853938531814,7.165548780487805,32.83,0.8585286320254506,0.43724637681159423,18,47,42,52,28,0.12811616185182484,42.64,0.10714285714285714,0.25,2021,2,1,8,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.375,0.5175491695067657,1.0,0.375,0.5175491695067657,1.0,0.0,-1.0
2021-03-01,3,63.47345238095239,5.671597688925424,31.86,71.83,3153.2619047619046,1905.6882807035154,4.515833333333333,33.400000000000006,0.9199051069703243,0.4617391304347826,5,48,42,56,28,0.08935385544945404,39.97,0.02976190476190476,0.25,2021,3,1,9,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,0.0,0.0,0.0,1.0,1.0,0.0,1.5,2.1213203435596424,3.0,0.75,1.5,3.0,0.625,1.0606601717798214,3.0,0.6666666666666666,0.9999999999999999,3.0,3.0,2.0
2021-03-08,1,65.30083333333334,4.269476740389455,48.53,71.16,3153.2619047619046,1905.6882807035154,4.492738095238096,34.42,0.946388888888889,0.7033333333333334,0,48,42,56,28,0.06538165782043803,22.629999999999995,0.0,0.25,2021,3,1,10,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4142135623730951,3.0,1.0,1.4142135623730951,3.0,0.75,1.0350983390135313,3.0,0.7,0.9486832980505138,3.0,-2.0,1.0
