week_start,total_crashes,avg_speed,std_speed,min_speed,max_speed,avg_npmrds,std_npmrds,avg_speed_deviation,max_speed_deviation,avg_speed_ratio,min_speed_ratio,total_congestion_hours,total_weekend_hours,total_rush_hours,total_night_hours,total_peak_crash_hours,speed_variability,speed_range,pct_congested,pct_rush_hour,year,month,quarter,week_of_year,week_sin,week_cos,month_sin,month_cos,crashes_lag_1w,crashes_lag_2w,crashes_lag_3w,crashes_lag_4w,crashes_lag_8w,crashes_lag_12w,crashes_rolling_mean_2w,crashes_rolling_std_2w,crashes_rolling_max_2w,crashes_rolling_mean_4w,crashes_rolling_std_4w,crashes_rolling_max_4w,crashes_rolling_mean_8w,crashes_rolling_std_8w,crashes_rolling_max_8w,crashes_rolling_mean_12w,crashes_rolling_std_12w,crashes_rolling_max_12w,crash_change_1w,crash_change_4w
2021-01-04,0,61.231562499999995,5.31385643054775,47.0,79.38,2964.9270833333335,1666.1269127422543,4.438645833333333,18.379999999999995,0.8747366071428572,0.6714285714285714,2,48,24,32,16,0.08678296312539387,32.379999999999995,0.011904761904761904,0.14285714285714285,2021,1,1,1,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,1,58.53267857142857,4.009084963351413,46.9,69.06,3080.4226190476193,1692.8292495783007,3.853630952380952,15.100000000000001,0.8361811224489796,0.6699999999999999,1,48,42,56,28,0.06849310609387282,22.160000000000004,0.005952380952380952,0.25,2021,1,1,2,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,0.5,0.7071067811865476,1.0,1.0,0.0
2021-01-18,2,60.3285628742515,4.342833630974625,41.67,69.72,3095.5209580838323,1686.5366838595285,3.2739520958083834,19.33,0.8618366124893072,0.5952857142857143,4,48,42,55,28,0.07198635976174009,28.049999999999997,0.023809523809523808,0.25,2021,1,1,3,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.7071067811865476,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0
2021-01-25,1,59.49988095238095,3.9634966096824615,44.08,69.12,3080.4226190476193,1692.8292495783007,3.278809523809524,13.009999999999998,0.8499982993197279,0.6297142857142857,2,48,42,56,28,0.06661352167838007,25.040000000000006,0.011904761904761904,0.25,2021,1,1,4,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,2.0,1.0,0.0,0.0,0.0,0.0,1.5,0.7071067811865476,2.0,1.0,0.816496580927726,2.0,1.0,0.816496580927726,2.0,1.0,0.816496580927726,2.0,-1.0,0.0
2021-02-01,2,59.984821428571436,3.7968198122223535,34.51,68.95,3080.4226190476193,1692.8292495783007,3.102559523809524,26.490000000000002,0.8569260204081633,0.493,1,48,42,56,28,0.06329634267134596,34.440000000000005,0.005952380952380952,0.25,2021,2,1,5,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,1.0,2.0,1.0,0.0,0.0,0.0,1.5,0.7071067811865476,2.0,1.5,0.5773502691896257,2.0,1.2,0.8366600265340756,2.0,1.2,0.8366600265340756,2.0,1.0,2.0
2021-02-08,0,60.02220238095238,3.7475051062901756,48.23,70.65,3080.4226190476193,1692.8292495783007,3.1213690476190474,15.650000000000006,0.8574600340136055,0.689,1,48,42,56,28,0.06243531489406693,22.42000000000001,0.005952380952380952,0.25,2021,2,1,6,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.4142135623730951,2.0,1.25,0.9574271077563381,2.0,1.0,0.8944271909999159,2.0,1.0,0.8944271909999159,2.0,-2.0,-1.0
2021-02-15,0,55.16392857142858,7.533302592287339,29.8,66.61,3080.4226190476193,1692.8292495783007,6.645595238095238,31.2,0.7880561224489795,0.4257142857142857,33,48,42,56,28,0.13656211200645185,36.81,0.19642857142857142,0.25,2021,2,1,7,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.9574271077563381,2.0,0.8571428571428571,0.8997354108424375,2.0,0.8571428571428571,0.8997354108424375,2.0,0.0,-2.0
2021-02-22,0,50.75238095238095,7.834822563180432,31.43,73.6,3080.4226190476193,1692.8292495783007,10.620357142857143,32.57,0.7250340136054422,0.449,65,48,42,56,28,0.15437349767947933,42.169999999999995,0.3869047619047619,0.25,2021,2,1,8,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.75,0.8864052604279183,2.0,0.75,0.8864052604279183,2.0,0.0,-1.0
2021-03-01,3,57.778214285714284,4.440994024973976,34.24,71.65,3080.4226190476193,1692.8292495783007,4.344880952380953,23.28,0.8254030612244898,0.48914285714285716,4,48,42,56,28,0.07686277743048932,37.410000000000004,0.023809523809523808,0.25,2021,3,1,9,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,0.0,0.0,0.0,2.0,0.0,0.0,1.5,2.1213203435596424,3.0,0.75,1.5,3.0,1.125,1.1259916264596033,3.0,1.0,1.118033988749895,3.0,3.0,1.0
2021-03-08,2,59.25333333333333,4.812811080751247,28.85,70.82,3080.4226190476193,1692.8292495783007,3.3164285714285713,34.15,0.8464761904761905,0.41214285714285714,4,48,42,56,28,0.08122430941861916,41.96999999999999,0.023809523809523808,0.25,2021,3,1,10,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,3.0,0.0,0.0,0.0,1.0,0.0,2.5,0.7071067811865476,3.0,1.25,1.5,3.0,1.25,1.164964745021435,3.0,1.1,1.1005049346146119,3.0,-1.0,2.0
2021-03-15,3,59.43586826347306,5.187806050836437,17.88,69.0,3095.6467065868264,1686.3456179284717,3.4219760479041916,43.120000000000005,0.8490838323353294,0.2554285714285714,4,47,42,55,28,0.08728409632781722,51.120000000000005,0.023809523809523808,0.25,2021,3,1,11,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,2.0,3.0,0.0,0.0,2.0,0.0,2.5,0.7071067811865476,3.0,2.0,1.414213562373095,3.0,1.375,1.3024701806293193,3.0,1.2727272727272727,1.1908743922772957,3.0,1.0,3.0
2021-03-22,5,59.405833333333334,4.344296200886622,38.63,68.63,3080.4226190476193,1692.8292495783007,3.3326190476190476,22.880000000000003,0.848654761904762,0.5518571428571429,4,48,42,56,28,0.07312911808694357,29.999999999999993,0.023809523809523808,0.25,2021,3,1,12,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,3.0,2.0,3.0,0.0,1.0,0.0,4.0,1.4142135623730951,5.0,3.25,1.2583057392117916,5.0,1.875,1.807721533549109,5.0,1.5833333333333333,1.5642792899510294,5.0,2.0,5.0
2021-03-29,2,58.77916666666666,5.756434506146396,13.29,79.28,3080.4226190476193,1692.8292495783007,4.008690476190476,46.71,0.8397023809523809,0.18985714285714284,7,48,42,56,28,0.09793324459311939,65.99000000000001,0.041666666666666664,0.25,2021,3,1,13,1.0,-1.6081226496766366e-16,1.0,6.123233995736766e-17,5.0,3.0,2.0,3.0,2.0,0.0,3.5,2.1213203435596424,5.0,3.0,1.4142135623730951,5.0,1.875,1.807721533549109,5.0,1.75,1.4847711791873703,5.0,-3.0,-1.0
2021-04-05,0,60.64851190476191,3.7629814653861144,48.31,70.41,3080.4226190476193,1692.8292495783007,2.8823214285714287,13.689999999999998,0.86640731292517,0.6901428571428572,1,48,42,56,28,0.06204573446575625,22.099999999999994,0.005952380952380952,0.25,2021,4,2,14,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,2.0,5.0,3.0,2.0,0.0,1.0,1.0,1.4142135623730951,2.0,2.5,2.0816659994661326,5.0,1.875,1.807721533549109,5.0,1.6666666666666667,1.5569978883230458,5.0,-2.0,-2.0
2021-04-12,2,60.655654761904756,3.7255034044574273,46.75,69.14,3080.4226190476193,1692.8292495783007,3.0264880952380957,15.25,0.8665093537414966,0.6678571428571428,1,48,42,56,28,0.06142054552178799,22.39,0.005952380952380952,0.25,2021,4,2,15,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,0.0,2.0,5.0,3.0,0.0,2.0,1.0,1.4142135623730951,2.0,2.25,2.0615528128088303,5.0,2.125,1.6420805617960927,5.0,1.6666666666666667,1.5569978883230458,5.0,2.0,-1.0
2021-04-19,1,60.12166666666667,4.635283152106203,27.53,70.37,3080.4226190476193,1692.8292495783007,3.06702380952381,35.47,0.8588809523809524,0.3932857142857143,3,48,42,56,28,0.07709838081844375,42.84,0.017857142857142856,0.25,2021,4,2,16,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,2.0,0.0,2.0,5.0,0.0,1.0,1.5,0.7071067811865476,2.0,1.25,0.9574271077563383,2.0,2.25,1.4880476182856899,5.0,1.6666666666666667,1.5569978883230458,5.0,-1.0,-4.0
2021-04-26,2,60.12452380952381,4.442265674493477,43.89,72.95,3080.4226190476193,1692.8292495783007,3.2609523809523804,18.11,0.858921768707483,0.627,5,48,42,56,28,0.0738844217472175,29.060000000000002,0.02976190476190476,0.25,2021,4,2,17,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,1.0,2.0,0.0,2.0,3.0,2.0,1.5,0.7071067811865476,2.0,1.25,0.9574271077563383,2.0,2.125,1.4577379737113252,5.0,1.6666666666666667,1.5569978883230458,5.0,1.0,0.0
2021-05-03,1,60.65690476190476,3.2298148762100864,50.68,69.24,3080.4226190476193,1692.8292495783007,2.5726190476190474,11.689999999999998,0.8665272108843538,0.724,0,48,42,56,28,0.053247274797288274,18.559999999999995,0.0,0.25,2021,5,2,18,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,2.0,1.0,2.0,0.0,2.0,0.0,1.5,0.7071067811865476,2.0,1.5,0.5773502691896262,2.0,2.0,1.5118578920369088,5.0,1.75,1.4847711791873703,5.0,-1.0,1.0
2021-05-10,0,61.06095238095238,4.524361633350679,41.57,80.36,3080.4226190476193,1692.8292495783007,3.0416666666666665,20.43,0.8722993197278912,0.5938571428571429,3,48,42,56,28,0.07409582485912926,38.79,0.017857142857142856,0.25,2021,5,2,19,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,1.0,2.0,1.0,2.0,3.0,0.0,0.5,0.7071067811865476,1.0,1.0,0.8164965809277263,2.0,1.625,1.5979898086569353,5.0,1.75,1.4847711791873706,5.0,-1.0,-2.0
2021-05-17,0,60.072530120481936,6.261365006251554,16.04,77.53,3082.6987951807228,1683.4554632079223,3.581927710843374,43.96,0.8581790017211703,0.22914285714285712,6,48,41,55,27,0.10423008642542125,61.49,0.03571428571428571,0.24404761904761904,2021,5,2,20,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.75,0.9574271077563383,2.0,1.0,0.9258200997725514,2.0,1.75,1.4847711791873706,5.0,0.0,-1.0
2021-05-24,0,60.78440476190477,4.722931661151297,34.13,71.0,3080.4226190476193,1692.8292495783007,3.107142857142857,26.869999999999997,0.8683486394557823,0.4875714285714286,4,48,42,56,28,0.07769972708709137,36.87,0.023809523809523808,0.25,2021,5,2,21,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.25,0.5000000000000003,1.0,0.75,0.8864052604279183,2.0,1.5,1.5075567228888183,5.0,0.0,-2.0
2021-05-31,6,61.13315476190477,3.795346684421239,48.63,71.8,3080.4226190476193,1692.8292495783007,2.781130952380952,10.829999999999998,0.8733307823129253,0.6947142857142857,1,48,42,56,28,0.0620832786922738,23.169999999999995,0.005952380952380952,0.25,2021,5,2,22,0.46472317204376906,-0.8854560256532096,0.49999999999999994,-0.8660254037844387,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.242640687119285,6.0,1.5,3.0,6.0,1.5,2.0,6.0,1.8333333333333333,1.9924098397912438,6.0,6.0,5.0
2021-06-07,2,60.29696428571428,5.887117851505882,22.64,70.1,3080.4226190476193,1692.8292495783007,3.331369047619048,35.36,0.8613852040816328,0.32342857142857145,4,48,42,56,28,0.09763539377554822,47.459999999999994,0.023809523809523808,0.25,2021,6,2,23,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,6.0,0.0,0.0,0.0,2.0,3.0,4.0,2.8284271247461903,6.0,2.0,2.8284271247461903,6.0,1.5,2.0,6.0,1.75,1.9598237397554634,6.0,-4.0,2.0
2021-06-14,3,60.36233532934132,4.429859926816445,35.88,70.39,3096.359281437126,1685.232547041838,3.071676646706587,26.119999999999997,0.8623190761334473,0.5125714285714286,2,48,42,55,28,0.07338781547544185,34.51,0.011904761904761904,0.25,2021,6,2,24,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,2.0,6.0,0.0,0.0,1.0,5.0,2.5,0.7071067811865476,3.0,2.75,2.5,6.0,1.75,2.052872551885702,6.0,1.5833333333333333,1.729862492345632,6.0,1.0,3.0
2021-06-21,5,61.55636904761904,4.011234884685018,41.63,72.71,3080.4226190476193,1692.8292495783007,2.6611309523809523,20.369999999999997,0.8793767006802721,0.5947142857142858,2,48,42,56,28,0.06516360446117264,31.07999999999999,0.011904761904761904,0.25,2021,6,2,25,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,3.0,2.0,6.0,0.0,2.0,2.0,4.0,1.4142135623730951,5.0,4.0,1.8257418583505538,6.0,2.125,2.356601669474803,6.0,1.8333333333333333,1.9924098397912438,6.0,2.0,5.0
2021-06-28,2,60.29636904761905,6.433783534559982,22.51,71.76,3080.4226190476193,1692.8292495783007,3.257559523809524,34.489999999999995,0.8613767006802721,0.3215714285714286,6,48,42,56,28,0.1067026694340235,49.25,0.03571428571428571,0.25,2021,6,2,26,-3.216245299353273e-16,-1.0,1.2246467991473532e-16,-1.0,5.0,3.0,2.0,6.0,1.0,0.0,3.5,2.1213203435596424,5.0,3.0,1.4142135623730951,5.0,2.25,2.3145502494313788,6.0,2.0,1.9069251784911847,6.0,-3.0,-4.0
2021-07-05,3,61.239583333333336,4.1692421451470345,45.51,71.93,3080.4226190476193,1692.8292495783007,3.136488095238095,11.490000000000002,0.8748511904761904,0.6501428571428571,2,48,42,56,28,0.06808083788639485,26.42000000000001,0.011904761904761904,0.25,2021,7,3,27,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,2.0,5.0,3.0,2.0,0.0,2.0,2.5,0.7071067811865476,3.0,3.25,1.2583057392117918,5.0,2.625,2.1339098923270936,6.0,2.0833333333333335,1.9286515936521478,6.0,1.0,1.0
2021-07-12,1,60.442321428571425,5.934850887574319,21.5,73.16,3080.4226190476193,1692.8292495783007,3.596369047619048,39.5,0.8634617346938775,0.30714285714285716,6,48,42,56,28,0.09819032008206226,51.66,0.03571428571428571,0.25,2021,7,3,28,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,3.0,2.0,5.0,3.0,0.0,1.0,2.0,1.4142135623730951,3.0,2.75,1.7078251276599332,5.0,2.75,1.9820624179302297,6.0,2.0833333333333335,1.9286515936521478,6.0,-2.0,-2.0
2021-07-19,4,60.58136904761905,5.787735217924942,24.47,88.0,3080.4226190476193,1692.8292495783007,3.465416666666667,35.53,0.8654481292517007,0.34957142857142853,4,48,42,56,28,0.09553655371134948,63.53,0.023809523809523808,0.25,2021,7,3,29,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,1.0,3.0,2.0,5.0,0.0,2.0,2.5,2.1213203435596424,4.0,2.5,1.2909944487358058,4.0,3.25,1.6690459207925603,6.0,2.25,2.0056737702645644,6.0,3.0,-1.0
2021-07-26,2,60.52281437125748,5.775405778914374,14.48,73.67,3096.1736526946106,1685.527481635892,3.452874251497006,47.519999999999996,0.8646116338751069,0.20685714285714285,5,48,42,55,28,0.09542526795741899,59.19,0.02976190476190476,0.25,2021,7,3,30,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,4.0,1.0,3.0,2.0,6.0,1.0,3.0,1.4142135623730951,4.0,2.5,1.2909944487358058,4.0,2.75,1.2817398889233114,5.0,2.3333333333333335,1.9694638556693236,6.0,-2.0,0.0
2021-08-02,2,60.23511904761905,6.945751640679811,11.87,71.97,3080.4226190476193,1692.8292495783007,3.7154761904761906,51.13,0.8605017006802721,0.16957142857142857,7,48,42,56,28,0.11531066511529306,60.1,0.041666666666666664,0.25,2021,8,3,31,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,2.0,4.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,2.25,1.2583057392117918,4.0,2.75,1.2817398889233114,5.0,2.5,1.8340219092574557,6.0,0.0,-1.0
2021-08-09,1,61.24880952380952,4.092059904608286,40.35,72.3,3080.4226190476193,1692.8292495783007,2.6785714285714284,14.649999999999999,0.8749829931972789,0.5764285714285714,1,48,42,56,28,0.06681043985055027,31.949999999999996,0.005952380952380952,0.25,2021,8,3,32,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,2.0,2.0,4.0,1.0,3.0,0.0,1.5,0.7071067811865476,2.0,2.25,1.2583057392117918,4.0,2.5,1.4142135623730951,5.0,2.5833333333333335,1.729862492345632,6.0,-1.0,0.0
2021-08-16,3,59.84440476190476,6.475636764045481,20.94,73.13,3080.4226190476193,1692.8292495783007,3.5214285714285714,41.06,0.8549200680272109,0.29914285714285715,6,48,42,56,28,0.10820788994074323,52.19,0.03571428571428571,0.25,2021,8,3,33,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,1.0,2.0,2.0,4.0,5.0,0.0,2.0,1.4142135623730951,3.0,2.0,0.8164965809277263,3.0,2.25,1.0350983390135313,4.0,2.8333333333333335,1.5275252316519463,6.0,2.0,-1.0
2021-08-23,0,60.835,4.091094168679809,44.06,69.81,3080.4226190476193,1692.8292495783007,2.981071428571428,16.740000000000002,0.8690714285714285,0.6294285714285714,3,48,42,56,28,0.06724902060787061,25.75,0.017857142857142856,0.25,2021,8,3,34,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,3.0,1.0,2.0,2.0,2.0,6.0,1.5,2.1213203435596424,3.0,1.5,1.2909944487358058,3.0,2.0,1.3093073414159542,4.0,2.3333333333333335,1.3706888336846839,5.0,-3.0,-2.0
2021-08-30,3,60.5227380952381,4.009862646770489,43.35,72.14,3080.4226190476193,1692.8292495783007,2.8936904761904763,14.259999999999998,0.8646105442176871,0.6192857142857143,2,48,42,56,28,0.06625382084433458,28.79,0.011904761904761904,0.25,2021,8,3,35,-0.8854560256532096,-0.4647231720437691,-0.8660254037844385,-0.5000000000000004,0.0,3.0,1.0,2.0,3.0,2.0,1.5,2.1213203435596424,3.0,1.75,1.5000000000000002,3.0,2.0,1.3093073414159542,4.0,2.4166666666666665,1.378954368902449,5.0,3.0,1.0
2021-09-06,1,61.68053571428571,3.5762389936963443,42.47,71.82,3080.4226190476193,1692.8292495783007,2.749345238095238,13.530000000000001,0.8811505102040816,0.6067142857142857,1,48,42,56,28,0.057980024853578865,29.349999999999994,0.005952380952380952,0.25,2021,9,3,36,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,3.0,0.0,3.0,1.0,1.0,3.0,2.0,1.4142135623730951,3.0,1.75,1.5000000000000002,3.0,2.0,1.3093073414159542,4.0,2.25,1.4222261679238197,5.0,-2.0,0.0
