segment_id,mslink,VAL_MAE_baseline,VAL_MAE_ensemble,VAL_RMSE_ensemble,VAL_R2_ensemble,VAL_Coverage,TEST_MAE_baseline,TEST_MAE_ensemble,TEST_RMSE_ensemble,TEST_R2_ensemble,TEST_Coverage,90d_forecast_total_lambda,VAL_MAE_improvement,TEST_MAE_improvement
MSLINK_100,100,0.05555555555555555,0.0005671018592486901,0.0018998195767980439,0.9998879867937259,100.0,0.12222222222222223,0.007326561181995325,0.028405857089567277,0.9870320813340424,100.0,1.8865999999999998,0.05498845369630686,0.1148956610402269
MSLINK_102,102,0.2222222222222222,0.0001737198670759079,0.0006285353200613936,0.9999951127012549,100.0,0.23333333333333334,0.0012337431448590896,0.00384582055564164,0.99990559360162,100.0,12.233699999999999,0.2220485023551463,0.23209959018847426
MSLINK_111,111,0.09999999999999999,0.0005132828955699683,0.002078943195981642,0.999909010425008,100.0,0.16666666666666666,0.0006537442312632475,0.0019990845845220817,0.999955596231377,100.0,3.5266,0.09948671710443002,0.16601292243540341
MSLINK_140,140,0.016666666666666666,0.00045189431264559897,0.0005278471975123527,0.0,100.0,0.14444444444444443,0.0007755777557045458,0.0016996303160540416,0.9999535737698192,100.0,1.6538999999999997,0.016214772354021068,0.14366886668873988
MSLINK_143,143,0.02222222222222222,0.00036504140450381806,0.0004428488982218173,0.0,100.0,0.05555555555555555,0.002280647210171615,0.011483419466895036,0.995907516193538,100.0,1.5658999999999998,0.0218571808177184,0.05327490834538394
MSLINK_144,144,0.05,0.00017218840329149204,0.0009541096600798172,0.9999717485269272,100.0,0.1111111111111111,0.0011934816892688249,0.004541887309816544,0.9997707917740547,100.0,1.7981999999999996,0.04982781159670851,0.10991762942184229
MSLINK_145,145,0.027777777777777776,0.00015791728164789575,0.00031027886987649206,0.999994125716652,100.0,0.05555555555555555,0.0012383000724255357,0.006187677631090466,0.9988117717579424,100.0,1.6451999999999993,0.02761986049612988,0.05431725548313002
MSLINK_154,154,0.02222222222222222,0.00010124675986468216,0.00019923753552454211,0.0,100.0,0.13333333333333333,0.0014211596317100501,0.006253740190331154,0.9993714582190831,100.0,3.589599999999999,0.02212097546235754,0.13191217370162328
MSLINK_157,157,0.09444444444444446,0.004818550996943367,0.025727639739528303,0.9930730197452295,100.0,0.03333333333333333,0.0007435249421466318,0.0038264764456969,0.9995455955244646,100.0,1.3230999999999997,0.08962589344750109,0.0325898083911867
MSLINK_159,159,0.05,0.0002433700579909611,0.00038799686345809646,0.0,100.0,0.04444444444444444,0.00044779889245097885,0.0005700005559614173,0.9999899168768822,100.0,1.5929,0.049756629942009044,0.04399664555199346
