tmc_code,speed,historical_average_speed,reference_speed,travel_time_minutes,NPMRDS2 2021,timestamp,crash_count,crash,year,month,day,hour,day_of_week,day_name,is_weekend
113+04195,68.42,63,68,0.92,2712,7/11/2021 20:00,0,0,2021,7,11,20,6,Sunday,1
113+04195,68.24,61,68,0.92,2392,7/11/2021 21:00,0,0,2021,7,11,21,6,Sunday,1
113+04195,72.42,61,68,0.87,1977,7/11/2021 22:00,0,0,2021,7,11,22,6,Sunday,1
113+04195,73.56,61,68,0.86,1583,7/11/2021 23:00,0,0,2021,7,11,23,6,Sunday,1
113+04195,80.78,63,68,0.78,833,7/12/2021 0:00,0,0,2021,7,12,0,0,Monday,0
113+04195,66.25,61,68,0.95,543,7/12/2021 1:00,0,0,2021,7,12,1,0,Monday,0
113+04195,60.58,57,68,1.04,420,7/12/2021 2:00,0,0,2021,7,12,2,0,Monday,0
113+04195,65.96,62,68,0.95,411,7/12/2021 3:00,0,0,2021,7,12,3,0,Monday,0
113+04195,67,62,68,0.94,719,7/12/2021 4:00,0,0,2021,7,12,4,0,Monday,0
113+04195,67.69,62,68,0.93,1842,7/12/2021 5:00,0,0,2021,7,12,5,0,Monday,0
113+04195,68.63,62,68,0.92,4015,7/12/2021 6:00,0,0,2021,7,12,6,0,Monday,0
113+04195,66.55,62,68,0.95,5181,7/12/2021 7:00,0,0,2021,7,12,7,0,Monday,0
113+04195,65.77,62,68,0.96,4532,7/12/2021 8:00,0,0,2021,7,12,8,0,Monday,0
113+04195,67.6,62,68,0.93,4050,7/12/2021 9:00,0,0,2021,7,12,9,0,Monday,0
113+04195,68.8,63,68,0.92,4278,7/12/2021 10:00,0,0,2021,7,12,10,0,Monday,0
113+04195,65.57,63,68,0.96,4672,7/12/2021 11:00,0,0,2021,7,12,11,0,Monday,0
113+04195,64.23,62,68,0.98,4865,7/12/2021 12:00,0,0,2021,7,12,12,0,Monday,0
113+04195,64.57,63,68,0.98,5172,7/12/2021 13:00,0,0,2021,7,12,13,0,Monday,0
113+04195,64.75,61,68,0.97,6023,7/12/2021 14:00,0,0,2021,7,12,14,0,Monday,0
113+04195,54.13,58,68,1.16,7205,7/12/2021 15:00,0,0,2021,7,12,15,0,Monday,0
113+04195,34,44,68,1.85,7811,7/12/2021 16:00,0,0,2021,7,12,16,0,Monday,0
113+04195,24.3,43,68,2.59,6943,7/12/2021 17:00,0,0,2021,7,12,17,0,Monday,0
113+04195,60.69,63,68,1.04,4987,7/12/2021 18:00,0,0,2021,7,12,18,0,Monday,0
113+04195,68.82,64,68,0.92,3630,7/12/2021 19:00,0,0,2021,7,12,19,0,Monday,0
113+04195,70.04,62,68,0.9,3077,7/12/2021 20:00,0,0,2021,7,12,20,0,Monday,0
113+04195,69.78,51,68,0.9,2761,7/12/2021 21:00,0,0,2021,7,12,21,0,Monday,0
113+04195,64.29,53,68,0.98,2201,7/12/2021 22:00,0,0,2021,7,12,22,0,Monday,0
113+04195,66.19,63,68,0.95,1490,7/12/2021 23:00,0,0,2021,7,12,23,0,Monday,0
113+04195,63.84,60,68,0.99,833,7/13/2021 0:00,0,0,2021,7,13,0,1,Tuesday,0
113+04195,67.41,62,68,0.93,543,7/13/2021 1:00,0,0,2021,7,13,1,1,Tuesday,0
113+04195,71,61,68,0.89,420,7/13/2021 2:00,0,0,2021,7,13,2,1,Tuesday,0
113+04195,63.66,61,68,0.99,411,7/13/2021 3:00,0,0,2021,7,13,3,1,Tuesday,0
113+04195,65.44,63,68,0.96,719,7/13/2021 4:00,0,0,2021,7,13,4,1,Tuesday,0
113+04195,67.8,62,68,0.93,1842,7/13/2021 5:00,0,0,2021,7,13,5,1,Tuesday,0
113+04195,66.47,63,68,0.95,4015,7/13/2021 6:00,0,0,2021,7,13,6,1,Tuesday,0
113+04195,65.72,60,68,0.96,5181,7/13/2021 7:00,0,0,2021,7,13,7,1,Tuesday,0
113+04195,65.18,61,68,0.97,4532,7/13/2021 8:00,0,0,2021,7,13,8,1,Tuesday,0
113+04195,59.49,62,68,1.06,4050,7/13/2021 9:00,0,0,2021,7,13,9,1,Tuesday,0
113+04195,65.02,62,68,0.97,4278,7/13/2021 10:00,0,0,2021,7,13,10,1,Tuesday,0
113+04195,65.95,63,68,0.95,4672,7/13/2021 11:00,0,0,2021,7,13,11,1,Tuesday,0
113+04195,65.47,63,68,0.96,4865,7/13/2021 12:00,0,0,2021,7,13,12,1,Tuesday,0
113+04195,65.06,62,68,0.97,5172,7/13/2021 13:00,0,0,2021,7,13,13,1,Tuesday,0
113+04195,62.03,61,68,1.02,6023,7/13/2021 14:00,0,0,2021,7,13,14,1,Tuesday,0
113+04195,56.93,54,68,1.11,7205,7/13/2021 15:00,0,0,2021,7,13,15,1,Tuesday,0
113+04195,45.5,32,68,1.38,7811,7/13/2021 16:00,0,0,2021,7,13,16,1,Tuesday,0
113+04195,26.17,31,68,2.41,6943,7/13/2021 17:00,0,0,2021,7,13,17,1,Tuesday,0
113+04195,59.7,60,68,1.06,4987,7/13/2021 18:00,0,0,2021,7,13,18,1,Tuesday,0
113+04195,68.75,64,68,0.92,3630,7/13/2021 19:00,0,0,2021,7,13,19,1,Tuesday,0
113+04195,66.02,62,68,0.95,3077,7/13/2021 20:00,0,0,2021,7,13,20,1,Tuesday,0
113+04195,67.07,63,68,0.94,2761,7/13/2021 21:00,0,0,2021,7,13,21,1,Tuesday,0
113+04195,70.06,63,68,0.9,2201,7/13/2021 22:00,0,0,2021,7,13,22,1,Tuesday,0
113+04195,69.75,55,68,0.9,1490,7/13/2021 23:00,0,0,2021,7,13,23,1,Tuesday,0
113+04195,68.21,61,68,0.92,833,7/14/2021 0:00,0,0,2021,7,14,0,2,Wednesday,0
113+04195,63.81,62,68,0.99,543,7/14/2021 1:00,0,0,2021,7,14,1,2,Wednesday,0
113+04195,66.17,61,68,0.95,420,7/14/2021 2:00,0,0,2021,7,14,2,2,Wednesday,0
113+04195,62.55,63,68,1.01,411,7/14/2021 3:00,0,0,2021,7,14,3,2,Wednesday,0
113+04195,64.65,63,68,0.97,719,7/14/2021 4:00,0,0,2021,7,14,4,2,Wednesday,0
113+04195,67.92,62,68,0.93,1842,7/14/2021 5:00,0,0,2021,7,14,5,2,Wednesday,0
113+04195,66.31,63,68,0.95,4015,7/14/2021 6:00,0,0,2021,7,14,6,2,Wednesday,0
113+04195,61.92,61,68,1.02,5181,7/14/2021 7:00,0,0,2021,7,14,7,2,Wednesday,0
113+04195,64.88,62,68,0.97,4532,7/14/2021 8:00,0,0,2021,7,14,8,2,Wednesday,0
113+04195,64.55,53,68,0.98,4050,7/14/2021 9:00,0,0,2021,7,14,9,2,Wednesday,0
113+04195,65.36,35,68,0.96,4278,7/14/2021 10:00,0,0,2021,7,14,10,2,Wednesday,0
113+04195,65.21,38,68,0.97,4672,7/14/2021 11:00,0,0,2021,7,14,11,2,Wednesday,0
113+04195,64.09,41,68,0.98,4865,7/14/2021 12:00,0,0,2021,7,14,12,2,Wednesday,0
113+04195,64.4,39,68,0.98,5172,7/14/2021 13:00,0,0,2021,7,14,13,2,Wednesday,0
113+04195,62.81,44,68,1,6023,7/14/2021 14:00,0,0,2021,7,14,14,2,Wednesday,0
113+04195,61.78,52,68,1.02,7205,7/14/2021 15:00,0,0,2021,7,14,15,2,Wednesday,0
113+04195,34.49,32,68,1.83,7811,7/14/2021 16:00,0,0,2021,7,14,16,2,Wednesday,0
113+04195,29.95,28,68,2.1,6943,7/14/2021 17:00,0,0,2021,7,14,17,2,Wednesday,0
113+04195,62.87,60,68,1,4987,7/14/2021 18:00,0,0,2021,7,14,18,2,Wednesday,0
113+04195,68.82,63,68,0.92,3630,7/14/2021 19:00,0,0,2021,7,14,19,2,Wednesday,0
113+04195,69.34,62,68,0.91,3077,7/14/2021 20:00,0,0,2021,7,14,20,2,Wednesday,0
113+04195,64.93,62,68,0.97,2761,7/14/2021 21:00,0,0,2021,7,14,21,2,Wednesday,0
113+04195,69.66,61,68,0.9,2201,7/14/2021 22:00,0,0,2021,7,14,22,2,Wednesday,0
113+04195,67.86,62,68,0.93,1490,7/14/2021 23:00,0,0,2021,7,14,23,2,Wednesday,0
113+04195,66.56,62,68,0.95,833,7/15/2021 0:00,0,0,2021,7,15,0,3,Thursday,0
113+04195,64.06,61,68,0.98,543,7/15/2021 1:00,0,0,2021,7,15,1,3,Thursday,0
113+04195,73.94,61,68,0.85,420,7/15/2021 2:00,0,0,2021,7,15,2,3,Thursday,0
113+04195,66.35,62,68,0.95,411,7/15/2021 3:00,0,0,2021,7,15,3,3,Thursday,0
113+04195,64.44,61,68,0.98,719,7/15/2021 4:00,0,0,2021,7,15,4,3,Thursday,0
113+04195,64.12,61,68,0.98,1842,7/15/2021 5:00,0,0,2021,7,15,5,3,Thursday,0
113+04195,68.12,62,68,0.92,4015,7/15/2021 6:00,0,0,2021,7,15,6,3,Thursday,0
113+04195,65.19,61,68,0.97,5181,7/15/2021 7:00,0,0,2021,7,15,7,3,Thursday,0
113+04195,64.73,61,68,0.97,4532,7/15/2021 8:00,0,0,2021,7,15,8,3,Thursday,0
113+04195,68.24,62,68,0.92,4050,7/15/2021 9:00,0,0,2021,7,15,9,3,Thursday,0
113+04195,67.52,59,68,0.93,4278,7/15/2021 10:00,0,0,2021,7,15,10,3,Thursday,0
113+04195,66.97,62,68,0.94,4672,7/15/2021 11:00,0,0,2021,7,15,11,3,Thursday,0
113+04195,64.65,62,68,0.97,4865,7/15/2021 12:00,0,0,2021,7,15,12,3,Thursday,0
113+04195,63.48,61,68,0.99,5172,7/15/2021 13:00,0,0,2021,7,15,13,3,Thursday,0
113+04195,65.06,59,68,0.97,6023,7/15/2021 14:00,0,0,2021,7,15,14,3,Thursday,0
113+04195,58.96,50,68,1.07,7205,7/15/2021 15:00,0,0,2021,7,15,15,3,Thursday,0
113+04195,41.11,32,68,1.53,7811,7/15/2021 16:00,0,0,2021,7,15,16,3,Thursday,0
113+04195,29.93,30,68,2.1,6943,7/15/2021 17:00,0,0,2021,7,15,17,3,Thursday,0
113+04195,63.93,60,68,0.99,4987,7/15/2021 18:00,0,0,2021,7,15,18,3,Thursday,0
113+04195,68.18,62,68,0.92,3630,7/15/2021 19:00,0,0,2021,7,15,19,3,Thursday,0
113+04195,66.98,62,68,0.94,3077,7/15/2021 20:00,0,0,2021,7,15,20,3,Thursday,0
113+04195,65.86,63,68,0.96,2761,7/15/2021 21:00,0,0,2021,7,15,21,3,Thursday,0
113+04195,69.01,63,68,0.91,2201,7/15/2021 22:00,0,0,2021,7,15,22,3,Thursday,0
113+04195,69.17,63,68,0.91,1490,7/15/2021 23:00,0,0,2021,7,15,23,3,Thursday,0
113+04195,65.9,63,68,0.96,872,7/16/2021 0:00,0,0,2021,7,16,0,4,Friday,0
113+04195,70.64,62,68,0.89,570,7/16/2021 1:00,0,0,2021,7,16,1,4,Friday,0
113+04195,70.13,57,68,0.9,440,7/16/2021 2:00,0,0,2021,7,16,2,4,Friday,0
113+04195,45.16,62,68,1.39,431,7/16/2021 3:00,0,0,2021,7,16,3,4,Friday,0
113+04195,65.67,63,68,0.96,753,7/16/2021 4:00,0,0,2021,7,16,4,4,Friday,0
113+04195,67.53,62,68,0.93,1928,7/16/2021 5:00,0,0,2021,7,16,5,4,Friday,0
113+04195,67.3,64,68,0.94,4206,7/16/2021 6:00,0,0,2021,7,16,6,4,Friday,0
113+04195,64.55,62,68,0.98,5428,7/16/2021 7:00,0,0,2021,7,16,7,4,Friday,0
113+04195,66.38,63,68,0.95,4747,7/16/2021 8:00,0,0,2021,7,16,8,4,Friday,0
113+04195,66,63,68,0.95,4242,7/16/2021 9:00,0,0,2021,7,16,9,4,Friday,0
113+04195,69.1,62,68,0.91,4481,7/16/2021 10:00,0,0,2021,7,16,10,4,Friday,0
113+04195,66.19,63,68,0.95,4895,7/16/2021 11:00,0,0,2021,7,16,11,4,Friday,0
113+04195,64.4,62,68,0.98,5096,7/16/2021 12:00,0,0,2021,7,16,12,4,Friday,0
113+04195,65.43,62,68,0.96,5419,7/16/2021 13:00,0,0,2021,7,16,13,4,Friday,0
113+04195,58.86,62,68,1.07,6309,7/16/2021 14:00,0,0,2021,7,16,14,4,Friday,0
113+04195,50.52,54,68,1.25,7549,7/16/2021 15:00,0,0,2021,7,16,15,4,Friday,0
113+04195,34.16,45,68,1.84,8183,7/16/2021 16:00,0,0,2021,7,16,16,4,Friday,0
113+04195,41.37,43,68,1.52,7274,7/16/2021 17:00,0,0,2021,7,16,17,4,Friday,0
113+04195,61.28,61,68,1.03,5226,7/16/2021 18:00,0,0,2021,7,16,18,4,Friday,0
113+04195,67.9,63,68,0.93,3801,7/16/2021 19:00,0,0,2021,7,16,19,4,Friday,0
113+04195,67.46,63,68,0.93,3224,7/16/2021 20:00,0,0,2021,7,16,20,4,Friday,0
113+04195,68.98,63,68,0.91,2893,7/16/2021 21:00,0,0,2021,7,16,21,4,Friday,0
113+04195,69.16,64,68,0.91,2305,7/16/2021 22:00,0,0,2021,7,16,22,4,Friday,0
113+04195,71.19,63,68,0.88,1561,7/16/2021 23:00,0,0,2021,7,16,23,4,Friday,0
113+04195,70.85,64,68,0.89,1406,7/17/2021 0:00,0,0,2021,7,17,0,5,Saturday,1
113+04195,64.15,64,68,0.98,976,7/17/2021 1:00,0,0,2021,7,17,1,5,Saturday,1
113+04195,64.66,62,68,0.97,684,7/17/2021 2:00,0,0,2021,7,17,2,5,Saturday,1
113+04195,66.79,62,68,0.94,496,7/17/2021 3:00,0,0,2021,7,17,3,5,Saturday,1
113+04195,64.24,61,68,0.98,578,7/17/2021 4:00,0,0,2021,7,17,4,5,Saturday,1
113+04195,66.78,60,68,0.94,1006,7/17/2021 5:00,0,0,2021,7,17,5,5,Saturday,1
113+04195,67.73,63,68,0.93,1721,7/17/2021 6:00,0,0,2021,7,17,6,5,Saturday,1
113+04195,68.29,63,68,0.92,2375,7/17/2021 7:00,0,0,2021,7,17,7,5,Saturday,1
113+04195,69.41,62,68,0.91,3050,7/17/2021 8:00,0,0,2021,7,17,8,5,Saturday,1
113+04195,67.97,63,68,0.93,3786,7/17/2021 9:00,0,0,2021,7,17,9,5,Saturday,1
113+04195,69.7,60,68,0.9,4471,7/17/2021 10:00,0,0,2021,7,17,10,5,Saturday,1
113+04195,66.15,42,68,0.95,5020,7/17/2021 11:00,0,0,2021,7,17,11,5,Saturday,1
113+04195,66.84,61,68,0.94,5320,7/17/2021 12:00,0,0,2021,7,17,12,5,Saturday,1
113+04195,66.5,61,68,0.95,5320,7/17/2021 13:00,0,0,2021,7,17,13,5,Saturday,1
113+04195,65.93,60,68,0.96,5372,7/17/2021 14:00,0,0,2021,7,17,14,5,Saturday,1
113+04195,64.89,61,68,0.97,5440,7/17/2021 15:00,0,0,2021,7,17,15,5,Saturday,1
113+04195,67.37,62,68,0.93,5371,7/17/2021 16:00,0,0,2021,7,17,16,5,Saturday,1
113+04195,66.23,64,68,0.95,5034,7/17/2021 17:00,0,0,2021,7,17,17,5,Saturday,1
113+04195,70.52,63,68,0.89,4357,7/17/2021 18:00,0,0,2021,7,17,18,5,Saturday,1
113+04195,71.38,63,68,0.88,3606,7/17/2021 19:00,0,0,2021,7,17,19,5,Saturday,1
113+04195,68.58,62,68,0.92,3050,7/17/2021 20:00,0,0,2021,7,17,20,5,Saturday,1
113+04195,69.65,62,68,0.9,2690,7/17/2021 21:00,0,0,2021,7,17,21,5,Saturday,1
113+04195,68.91,62,68,0.91,2223,7/17/2021 22:00,0,0,2021,7,17,22,5,Saturday,1
113+04195,69.5,62,68,0.91,1781,7/17/2021 23:00,0,0,2021,7,17,23,5,Saturday,1
113+04195,67.13,62,68,0.94,1249,7/18/2021 0:00,0,0,2021,7,18,0,6,Sunday,1
113+04195,68.24,63,68,0.92,868,7/18/2021 1:00,0,0,2021,7,18,1,6,Sunday,1
113+04195,69.35,63,68,0.91,607,7/18/2021 2:00,0,0,2021,7,18,2,6,Sunday,1
113+04195,72.3,62,68,0.87,442,7/18/2021 3:00,0,0,2021,7,18,3,6,Sunday,1
113+04195,64.24,61,68,0.98,515,7/18/2021 4:00,0,0,2021,7,18,4,6,Sunday,1
113+04195,65.49,62,68,0.96,895,7/18/2021 5:00,0,0,2021,7,18,5,6,Sunday,1
113+04195,67.31,63,68,0.94,1530,7/18/2021 6:00,0,0,2021,7,18,6,6,Sunday,1
113+04195,70.28,63,68,0.9,2111,7/18/2021 7:00,0,0,2021,7,18,7,6,Sunday,1
113+04195,61.33,63,68,1.03,2712,7/18/2021 8:00,0,0,2021,7,18,8,6,Sunday,1
113+04195,67.45,64,68,0.93,3366,7/18/2021 9:00,0,0,2021,7,18,9,6,Sunday,1
113+04195,68.38,64,68,0.92,3973,7/18/2021 10:00,0,0,2021,7,18,10,6,Sunday,1
113+04195,68.79,65,68,0.92,4461,7/18/2021 11:00,0,0,2021,7,18,11,6,Sunday,1
113+04195,68.09,63,68,0.92,4728,7/18/2021 12:00,0,0,2021,7,18,12,6,Sunday,1
113+04195,70.46,64,68,0.89,4728,7/18/2021 13:00,0,0,2021,7,18,13,6,Sunday,1
113+04195,70.32,64,68,0.9,4776,7/18/2021 14:00,0,0,2021,7,18,14,6,Sunday,1
113+04195,68.7,64,68,0.92,4836,7/18/2021 15:00,0,0,2021,7,18,15,6,Sunday,1
113+04195,69.41,65,68,0.91,4775,7/18/2021 16:00,0,0,2021,7,18,16,6,Sunday,1
113+04195,73.06,64,68,0.86,4474,7/18/2021 17:00,0,0,2021,7,18,17,6,Sunday,1
113+04195,70.99,65,68,0.89,3874,7/18/2021 18:00,0,0,2021,7,18,18,6,Sunday,1
113+04195,70.24,64,68,0.9,3205,7/18/2021 19:00,0,0,2021,7,18,19,6,Sunday,1
113+04195,67.85,63,68,0.93,2712,7/18/2021 20:00,0,0,2021,7,18,20,6,Sunday,1
113+04195,65.18,61,68,0.97,2392,7/18/2021 21:00,0,0,2021,7,18,21,6,Sunday,1
113+04195,69.44,61,68,0.91,1977,7/18/2021 22:00,0,0,2021,7,18,22,6,Sunday,1
113+04195,66.53,61,68,0.95,1583,7/18/2021 23:00,0,0,2021,7,18,23,6,Sunday,1
113+04195,68.9,63,68,0.91,833,7/19/2021 0:00,0,0,2021,7,19,0,0,Monday,0
113+04195,62.95,61,68,1,543,7/19/2021 1:00,0,0,2021,7,19,1,0,Monday,0
113+04195,60.39,57,68,1.04,420,7/19/2021 2:00,0,0,2021,7,19,2,0,Monday,0
113+04195,65.64,62,68,0.96,411,7/19/2021 3:00,0,0,2021,7,19,3,0,Monday,0
113+04195,67.22,62,68,0.94,719,7/19/2021 4:00,0,0,2021,7,19,4,0,Monday,0
113+04195,64.78,62,68,0.97,1842,7/19/2021 5:00,0,0,2021,7,19,5,0,Monday,0
113+04195,67.56,62,68,0.93,4015,7/19/2021 6:00,0,0,2021,7,19,6,0,Monday,0
113+04195,65.57,62,68,0.96,5181,7/19/2021 7:00,0,0,2021,7,19,7,0,Monday,0
113+04195,66.2,62,68,0.95,4532,7/19/2021 8:00,0,0,2021,7,19,8,0,Monday,0
113+04195,66.1,62,68,0.95,4050,7/19/2021 9:00,0,0,2021,7,19,9,0,Monday,0
113+04195,67.41,63,68,0.93,4278,7/19/2021 10:00,0,0,2021,7,19,10,0,Monday,0
113+04195,66.49,63,68,0.95,4672,7/19/2021 11:00,0,0,2021,7,19,11,0,Monday,0
113+04195,66.8,62,68,0.94,4865,7/19/2021 12:00,0,0,2021,7,19,12,0,Monday,0
113+04195,63.07,63,68,1,5172,7/19/2021 13:00,0,0,2021,7,19,13,0,Monday,0
113+04195,65.1,61,68,0.97,6023,7/19/2021 14:00,0,0,2021,7,19,14,0,Monday,0
113+04195,58.14,58,68,1.08,7205,7/19/2021 15:00,0,0,2021,7,19,15,0,Monday,0
113+04195,40.45,44,68,1.56,7811,7/19/2021 16:00,0,0,2021,7,19,16,0,Monday,0
113+04195,38.68,43,68,1.63,6943,7/19/2021 17:00,0,0,2021,7,19,17,0,Monday,0
113+04195,60.41,63,68,1.04,4987,7/19/2021 18:00,0,0,2021,7,19,18,0,Monday,0
113+04195,68.9,64,68,0.91,3630,7/19/2021 19:00,0,0,2021,7,19,19,0,Monday,0
113+04195,69.14,62,68,0.91,3077,7/19/2021 20:00,0,0,2021,7,19,20,0,Monday,0
113+04195,65.42,51,68,0.96,2761,7/19/2021 21:00,0,0,2021,7,19,21,0,Monday,0
113+04195,67.44,53,68,0.93,2201,7/19/2021 22:00,0,0,2021,7,19,22,0,Monday,0
113+04195,66.01,63,68,0.95,1490,7/19/2021 23:00,0,0,2021,7,19,23,0,Monday,0
113+04195,63.97,60,68,0.98,833,7/20/2021 0:00,0,0,2021,7,20,0,1,Tuesday,0
113+04195,67.34,62,68,0.94,543,7/20/2021 1:00,0,0,2021,7,20,1,1,Tuesday,0
113+04195,63.88,61,68,0.99,420,7/20/2021 2:00,0,0,2021,7,20,2,1,Tuesday,0
113+04195,60.96,61,68,1.03,411,7/20/2021 3:00,0,0,2021,7,20,3,1,Tuesday,0
113+04195,65.98,63,68,0.95,719,7/20/2021 4:00,0,0,2021,7,20,4,1,Tuesday,0
113+04195,70.06,62,68,0.9,1842,7/20/2021 5:00,0,0,2021,7,20,5,1,Tuesday,0
113+04195,68.44,63,68,0.92,4015,7/20/2021 6:00,0,0,2021,7,20,6,1,Tuesday,0
113+04195,64.74,60,68,0.97,5181,7/20/2021 7:00,0,0,2021,7,20,7,1,Tuesday,0
113+04195,65.3,61,68,0.96,4532,7/20/2021 8:00,0,0,2021,7,20,8,1,Tuesday,0
113+04195,66.93,62,68,0.94,4050,7/20/2021 9:00,0,0,2021,7,20,9,1,Tuesday,0
113+04195,68.42,62,68,0.92,4278,7/20/2021 10:00,0,0,2021,7,20,10,1,Tuesday,0
113+04195,65.16,63,68,0.97,4672,7/20/2021 11:00,0,0,2021,7,20,11,1,Tuesday,0
113+04195,62.49,63,68,1.01,4865,7/20/2021 12:00,0,0,2021,7,20,12,1,Tuesday,0
113+04195,59.31,62,68,1.06,5172,7/20/2021 13:00,0,0,2021,7,20,13,1,Tuesday,0
113+04195,64.56,61,68,0.98,6023,7/20/2021 14:00,0,0,2021,7,20,14,1,Tuesday,0
113+04195,11.05,54,68,5.7,7205,7/20/2021 15:00,0,0,2021,7,20,15,1,Tuesday,0
113+04195,11.34,32,68,5.56,7811,7/20/2021 16:00,0,0,2021,7,20,16,1,Tuesday,0
113+04195,9.67,31,68,6.52,6943,7/20/2021 17:00,0,0,2021,7,20,17,1,Tuesday,0
113+04195,13.8,60,68,4.56,4987,7/20/2021 18:00,0,0,2021,7,20,18,1,Tuesday,0
113+04195,65.25,64,68,0.97,3630,7/20/2021 19:00,0,0,2021,7,20,19,1,Tuesday,0
113+04195,62.74,62,68,1,3077,7/20/2021 20:00,0,0,2021,7,20,20,1,Tuesday,0
113+04195,67.55,63,68,0.93,2761,7/20/2021 21:00,0,0,2021,7,20,21,1,Tuesday,0
113+04195,70.97,63,68,0.89,2201,7/20/2021 22:00,0,0,2021,7,20,22,1,Tuesday,0
113+04195,67.52,55,68,0.93,1490,7/20/2021 23:00,0,0,2021,7,20,23,1,Tuesday,0
113+04195,63.87,61,68,0.99,833,7/21/2021 0:00,0,0,2021,7,21,0,2,Wednesday,0
113+04195,66.37,62,68,0.95,543,7/21/2021 1:00,0,0,2021,7,21,1,2,Wednesday,0
113+04195,65.91,61,68,0.96,420,7/21/2021 2:00,0,0,2021,7,21,2,2,Wednesday,0
113+04195,52.32,63,68,1.2,411,7/21/2021 3:00,0,0,2021,7,21,3,2,Wednesday,0
113+04195,67.98,63,68,0.93,719,7/21/2021 4:00,0,0,2021,7,21,4,2,Wednesday,0
113+04195,64.78,62,68,0.97,1842,7/21/2021 5:00,0,0,2021,7,21,5,2,Wednesday,0
113+04195,68.32,63,68,0.92,4015,7/21/2021 6:00,0,0,2021,7,21,6,2,Wednesday,0
113+04195,67.32,61,68,0.94,5181,7/21/2021 7:00,0,0,2021,7,21,7,2,Wednesday,0
113+04195,63.5,62,68,0.99,4532,7/21/2021 8:00,0,0,2021,7,21,8,2,Wednesday,0
113+04195,66.23,53,68,0.95,4050,7/21/2021 9:00,0,0,2021,7,21,9,2,Wednesday,0
113+04195,66.94,35,68,0.94,4278,7/21/2021 10:00,0,0,2021,7,21,10,2,Wednesday,0
113+04195,67.2,38,68,0.94,4672,7/21/2021 11:00,0,0,2021,7,21,11,2,Wednesday,0
113+04195,63.29,41,68,1,4865,7/21/2021 12:00,0,0,2021,7,21,12,2,Wednesday,0
113+04195,63.85,39,68,0.99,5172,7/21/2021 13:00,0,0,2021,7,21,13,2,Wednesday,0
113+04195,64.13,44,68,0.98,6023,7/21/2021 14:00,0,0,2021,7,21,14,2,Wednesday,0
113+04195,54.29,52,68,1.16,7205,7/21/2021 15:00,0,0,2021,7,21,15,2,Wednesday,0
113+04195,48.42,32,68,1.3,7811,7/21/2021 16:00,0,0,2021,7,21,16,2,Wednesday,0
113+04195,31.68,28,68,1.99,6943,7/21/2021 17:00,0,0,2021,7,21,17,2,Wednesday,0
113+04195,64.87,60,68,0.97,4987,7/21/2021 18:00,0,0,2021,7,21,18,2,Wednesday,0
113+04195,68.44,63,68,0.92,3630,7/21/2021 19:00,0,0,2021,7,21,19,2,Wednesday,0
113+04195,65.57,62,68,0.96,3077,7/21/2021 20:00,0,0,2021,7,21,20,2,Wednesday,0
113+04195,41.13,62,68,1.53,2761,7/21/2021 21:00,0,0,2021,7,21,21,2,Wednesday,0
113+04195,65.66,61,68,0.96,2201,7/21/2021 22:00,0,0,2021,7,21,22,2,Wednesday,0
113+04195,66.22,62,68,0.95,1490,7/21/2021 23:00,0,0,2021,7,21,23,2,Wednesday,0
113+04195,68.74,62,68,0.92,833,7/22/2021 0:00,0,0,2021,7,22,0,3,Thursday,0
113+04195,69.32,61,68,0.91,543,7/22/2021 1:00,0,0,2021,7,22,1,3,Thursday,0
113+04195,66.91,61,68,0.94,420,7/22/2021 2:00,0,0,2021,7,22,2,3,Thursday,0
113+04195,58.16,62,68,1.08,411,7/22/2021 3:00,0,0,2021,7,22,3,3,Thursday,0
113+04195,65.69,61,68,0.96,719,7/22/2021 4:00,0,0,2021,7,22,4,3,Thursday,0
113+04195,61.95,61,68,1.02,1842,7/22/2021 5:00,0,0,2021,7,22,5,3,Thursday,0
113+04195,63.94,62,68,0.99,4015,7/22/2021 6:00,0,0,2021,7,22,6,3,Thursday,0
113+04195,66.48,61,68,0.95,5181,7/22/2021 7:00,0,0,2021,7,22,7,3,Thursday,0
113+04195,65.08,61,68,0.97,4532,7/22/2021 8:00,0,0,2021,7,22,8,3,Thursday,0
113+04195,65.97,62,68,0.95,4050,7/22/2021 9:00,0,0,2021,7,22,9,3,Thursday,0
113+04195,65.49,59,68,0.96,4278,7/22/2021 10:00,0,0,2021,7,22,10,3,Thursday,0
113+04195,65.26,62,68,0.97,4672,7/22/2021 11:00,0,0,2021,7,22,11,3,Thursday,0
113+04195,63.19,62,68,1,4865,7/22/2021 12:00,0,0,2021,7,22,12,3,Thursday,0
113+04195,65.28,61,68,0.96,5172,7/22/2021 13:00,0,0,2021,7,22,13,3,Thursday,0
113+04195,58.49,59,68,1.08,6023,7/22/2021 14:00,0,0,2021,7,22,14,3,Thursday,0
113+04195,49.23,50,68,1.28,7205,7/22/2021 15:00,0,0,2021,7,22,15,3,Thursday,0
113+04195,21.97,32,68,2.87,7811,7/22/2021 16:00,0,0,2021,7,22,16,3,Thursday,0
113+04195,18.86,30,68,3.34,6943,7/22/2021 17:00,0,0,2021,7,22,17,3,Thursday,0
113+04195,49.11,60,68,1.28,4987,7/22/2021 18:00,0,0,2021,7,22,18,3,Thursday,0
