tmc_code,speed,historical_average_speed,reference_speed,travel_time_minutes,NPMRDS2 2021,timestamp,crash_count,crash,year,month,day,hour,day_of_week,day_name,is_weekend
113+04195,58.15,63,68,1.08,872,1/1/2021 0:00,0,0,2021,1,1,0,4,Friday,0
113+04195,55.99,62,68,1.12,570,1/1/2021 1:00,0,0,2021,1,1,1,4,Friday,0
113+04195,64.56,57,68,0.98,440,1/1/2021 2:00,0,0,2021,1,1,2,4,Friday,0
113+04195,59.97,62,68,1.05,431,1/1/2021 3:00,0,0,2021,1,1,3,4,Friday,0
113+04195,60.98,63,68,1.03,753,1/1/2021 4:00,0,0,2021,1,1,4,4,Friday,0
113+04195,62.28,62,68,1.01,1928,1/1/2021 5:00,0,0,2021,1,1,5,4,Friday,0
113+04195,56.32,64,68,1.12,4206,1/1/2021 6:00,0,0,2021,1,1,6,4,Friday,0
113+04195,63.44,62,68,0.99,5428,1/1/2021 7:00,0,0,2021,1,1,7,4,Friday,0
113+04195,63.06,63,68,1,4747,1/1/2021 8:00,0,0,2021,1,1,8,4,Friday,0
113+04195,66.78,63,68,0.94,4242,1/1/2021 9:00,0,0,2021,1,1,9,4,Friday,0
113+04195,67.17,62,68,0.94,4481,1/1/2021 10:00,0,0,2021,1,1,10,4,Friday,0
113+04195,69.96,63,68,0.9,4895,1/1/2021 11:00,0,0,2021,1,1,11,4,Friday,0
113+04195,69.1,62,68,0.91,5096,1/1/2021 12:00,0,0,2021,1,1,12,4,Friday,0
113+04195,66.38,62,68,0.95,5419,1/1/2021 13:00,0,0,2021,1,1,13,4,Friday,0
113+04195,71.46,62,68,0.88,6309,1/1/2021 14:00,0,0,2021,1,1,14,4,Friday,0
113+04195,67.63,54,68,0.93,7549,1/1/2021 15:00,0,0,2021,1,1,15,4,Friday,0
113+04195,69.82,45,68,0.9,8183,1/1/2021 16:00,0,0,2021,1,1,16,4,Friday,0
113+04195,67.24,43,68,0.94,7274,1/1/2021 17:00,0,0,2021,1,1,17,4,Friday,0
113+04195,69.19,61,68,0.91,5226,1/1/2021 18:00,0,0,2021,1,1,18,4,Friday,0
113+04195,65.94,63,68,0.96,3801,1/1/2021 19:00,0,0,2021,1,1,19,4,Friday,0
113+04195,69.14,63,68,0.91,3224,1/1/2021 20:00,0,0,2021,1,1,20,4,Friday,0
113+04195,70.86,63,68,0.89,2893,1/1/2021 21:00,0,0,2021,1,1,21,4,Friday,0
113+04195,65.97,64,68,0.95,2305,1/1/2021 22:00,0,0,2021,1,1,22,4,Friday,0
113+04195,65.36,63,68,0.96,1561,1/1/2021 23:00,0,0,2021,1,1,23,4,Friday,0
113+04195,66.67,64,68,0.94,1406,1/2/2021 0:00,0,0,2021,1,2,0,5,Saturday,1
113+04195,66.84,64,68,0.94,976,1/2/2021 1:00,0,0,2021,1,2,1,5,Saturday,1
113+04195,61.69,62,68,1.02,684,1/2/2021 2:00,0,0,2021,1,2,2,5,Saturday,1
113+04195,66.03,62,68,0.95,496,1/2/2021 3:00,0,0,2021,1,2,3,5,Saturday,1
113+04195,61.96,61,68,1.02,578,1/2/2021 4:00,1,1,2021,1,2,4,5,Saturday,1
113+04195,64.97,60,68,0.97,1006,1/2/2021 5:00,0,0,2021,1,2,5,5,Saturday,1
113+04195,64.63,63,68,0.97,1721,1/2/2021 6:00,0,0,2021,1,2,6,5,Saturday,1
113+04195,70.37,63,68,0.89,2375,1/2/2021 7:00,0,0,2021,1,2,7,5,Saturday,1
113+04195,68.35,62,68,0.92,3050,1/2/2021 8:00,0,0,2021,1,2,8,5,Saturday,1
113+04195,66.95,63,68,0.94,3786,1/2/2021 9:00,0,0,2021,1,2,9,5,Saturday,1
113+04195,69.39,60,68,0.91,4471,1/2/2021 10:00,0,0,2021,1,2,10,5,Saturday,1
113+04195,66.68,42,68,0.94,5020,1/2/2021 11:00,0,0,2021,1,2,11,5,Saturday,1
113+04195,70.54,61,68,0.89,5320,1/2/2021 12:00,0,0,2021,1,2,12,5,Saturday,1
113+04195,66.69,61,68,0.94,5320,1/2/2021 13:00,0,0,2021,1,2,13,5,Saturday,1
113+04195,65.03,60,68,0.97,5372,1/2/2021 14:00,0,0,2021,1,2,14,5,Saturday,1
113+04195,66.61,61,68,0.95,5440,1/2/2021 15:00,0,0,2021,1,2,15,5,Saturday,1
113+04195,66.93,62,68,0.94,5371,1/2/2021 16:00,0,0,2021,1,2,16,5,Saturday,1
113+04195,65.01,64,68,0.97,5034,1/2/2021 17:00,0,0,2021,1,2,17,5,Saturday,1
113+04195,66.69,63,68,0.94,4357,1/2/2021 18:00,0,0,2021,1,2,18,5,Saturday,1
113+04195,67.59,63,68,0.93,3606,1/2/2021 19:00,0,0,2021,1,2,19,5,Saturday,1
113+04195,66.08,62,68,0.95,3050,1/2/2021 20:00,0,0,2021,1,2,20,5,Saturday,1
113+04195,67.95,62,68,0.93,2690,1/2/2021 21:00,0,0,2021,1,2,21,5,Saturday,1
113+04195,66.18,62,68,0.95,2223,1/2/2021 22:00,0,0,2021,1,2,22,5,Saturday,1
113+04195,68.62,62,68,0.92,1781,1/2/2021 23:00,0,0,2021,1,2,23,5,Saturday,1
113+04195,69.04,62,68,0.91,1249,1/3/2021 0:00,0,0,2021,1,3,0,6,Sunday,1
113+04195,65.6,63,68,0.96,868,1/3/2021 1:00,0,0,2021,1,3,1,6,Sunday,1
113+04195,77.15,63,68,0.82,607,1/3/2021 2:00,0,0,2021,1,3,2,6,Sunday,1
113+04195,82.47,62,68,0.76,442,1/3/2021 3:00,0,0,2021,1,3,3,6,Sunday,1
113+04195,69,61,68,0.91,515,1/3/2021 4:00,0,0,2021,1,3,4,6,Sunday,1
113+04195,70.45,62,68,0.89,895,1/3/2021 5:00,0,0,2021,1,3,5,6,Sunday,1
113+04195,69.69,63,68,0.9,1530,1/3/2021 6:00,0,0,2021,1,3,6,6,Sunday,1
113+04195,65.39,63,68,0.96,2111,1/3/2021 7:00,0,0,2021,1,3,7,6,Sunday,1
113+04195,71.34,63,68,0.88,2712,1/3/2021 8:00,0,0,2021,1,3,8,6,Sunday,1
113+04195,71.38,64,68,0.88,3366,1/3/2021 9:00,0,0,2021,1,3,9,6,Sunday,1
113+04195,71.01,64,68,0.89,3973,1/3/2021 10:00,0,0,2021,1,3,10,6,Sunday,1
113+04195,70.81,65,68,0.89,4461,1/3/2021 11:00,0,0,2021,1,3,11,6,Sunday,1
113+04195,71.82,63,68,0.88,4728,1/3/2021 12:00,0,0,2021,1,3,12,6,Sunday,1
113+04195,70.44,64,68,0.89,4728,1/3/2021 13:00,0,0,2021,1,3,13,6,Sunday,1
113+04195,70.85,64,68,0.89,4776,1/3/2021 14:00,0,0,2021,1,3,14,6,Sunday,1
113+04195,70.32,64,68,0.9,4836,1/3/2021 15:00,0,0,2021,1,3,15,6,Sunday,1
113+04195,69.72,65,68,0.9,4775,1/3/2021 16:00,0,0,2021,1,3,16,6,Sunday,1
113+04195,69.74,64,68,0.9,4474,1/3/2021 17:00,0,0,2021,1,3,17,6,Sunday,1
113+04195,70.03,65,68,0.9,3874,1/3/2021 18:00,0,0,2021,1,3,18,6,Sunday,1
113+04195,68.68,64,68,0.92,3205,1/3/2021 19:00,0,0,2021,1,3,19,6,Sunday,1
113+04195,69.98,63,68,0.9,2712,1/3/2021 20:00,0,0,2021,1,3,20,6,Sunday,1
113+04195,66.15,61,68,0.95,2392,1/3/2021 21:00,0,0,2021,1,3,21,6,Sunday,1
113+04195,71.61,61,68,0.88,1977,1/3/2021 22:00,0,0,2021,1,3,22,6,Sunday,1
113+04195,68.91,61,68,0.91,1583,1/3/2021 23:00,0,0,2021,1,3,23,6,Sunday,1
113+04195,65.17,63,68,0.97,833,1/4/2021 0:00,0,0,2021,1,4,0,0,Monday,0
113+04195,62.92,61,68,1,543,1/4/2021 1:00,0,0,2021,1,4,1,0,Monday,0
113+04195,69.69,57,68,0.9,420,1/4/2021 2:00,0,0,2021,1,4,2,0,Monday,0
113+04195,63.57,62,68,0.99,411,1/4/2021 3:00,0,0,2021,1,4,3,0,Monday,0
113+04195,68.64,62,68,0.92,719,1/4/2021 4:00,0,0,2021,1,4,4,0,Monday,0
113+04195,70.48,62,68,0.89,1842,1/4/2021 5:00,0,0,2021,1,4,5,0,Monday,0
113+04195,68.75,62,68,0.92,4015,1/4/2021 6:00,0,0,2021,1,4,6,0,Monday,0
113+04195,65.18,62,68,0.97,5181,1/4/2021 7:00,0,0,2021,1,4,7,0,Monday,0
113+04195,66.7,62,68,0.94,4532,1/4/2021 8:00,0,0,2021,1,4,8,0,Monday,0
113+04195,69,62,68,0.91,4050,1/4/2021 9:00,0,0,2021,1,4,9,0,Monday,0
113+04195,69.85,63,68,0.9,4278,1/4/2021 10:00,0,0,2021,1,4,10,0,Monday,0
113+04195,64.78,63,68,0.97,4672,1/4/2021 11:00,0,0,2021,1,4,11,0,Monday,0
113+04195,67.65,62,68,0.93,4865,1/4/2021 12:00,0,0,2021,1,4,12,0,Monday,0
113+04195,65.41,63,68,0.96,5172,1/4/2021 13:00,0,0,2021,1,4,13,0,Monday,0
113+04195,66.59,61,68,0.95,6023,1/4/2021 14:00,0,0,2021,1,4,14,0,Monday,0
113+04195,65.33,58,68,0.96,7205,1/4/2021 15:00,1,1,2021,1,4,15,0,Monday,0
113+04195,65.13,44,68,0.97,7811,1/4/2021 16:00,0,0,2021,1,4,16,0,Monday,0
113+04195,64.11,43,68,0.98,6943,1/4/2021 17:00,0,0,2021,1,4,17,0,Monday,0
113+04195,66.87,63,68,0.94,4987,1/4/2021 18:00,0,0,2021,1,4,18,0,Monday,0
113+04195,67.66,64,68,0.93,3630,1/4/2021 19:00,0,0,2021,1,4,19,0,Monday,0
113+04195,66.93,62,68,0.94,3077,1/4/2021 20:00,0,0,2021,1,4,20,0,Monday,0
113+04195,67.28,51,68,0.94,2761,1/4/2021 21:00,0,0,2021,1,4,21,0,Monday,0
113+04195,65.3,53,68,0.96,2201,1/4/2021 22:00,0,0,2021,1,4,22,0,Monday,0
113+04195,70.19,63,68,0.9,1490,1/4/2021 23:00,0,0,2021,1,4,23,0,Monday,0
113+04195,60.79,60,68,1.04,833,1/5/2021 0:00,0,0,2021,1,5,0,1,Tuesday,0
113+04195,60.71,62,68,1.04,543,1/5/2021 1:00,0,0,2021,1,5,1,1,Tuesday,0
113+04195,68.01,61,68,0.93,420,1/5/2021 2:00,0,0,2021,1,5,2,1,Tuesday,0
113+04195,60.24,61,68,1.05,411,1/5/2021 3:00,0,0,2021,1,5,3,1,Tuesday,0
113+04195,64.98,63,68,0.97,719,1/5/2021 4:00,0,0,2021,1,5,4,1,Tuesday,0
113+04195,66.66,62,68,0.94,1842,1/5/2021 5:00,0,0,2021,1,5,5,1,Tuesday,0
113+04195,68.39,63,68,0.92,4015,1/5/2021 6:00,0,0,2021,1,5,6,1,Tuesday,0
113+04195,66.14,60,68,0.95,5181,1/5/2021 7:00,0,0,2021,1,5,7,1,Tuesday,0
113+04195,62.16,61,68,1.01,4532,1/5/2021 8:00,0,0,2021,1,5,8,1,Tuesday,0
113+04195,68.59,62,68,0.92,4050,1/5/2021 9:00,0,0,2021,1,5,9,1,Tuesday,0
113+04195,65.21,62,68,0.97,4278,1/5/2021 10:00,0,0,2021,1,5,10,1,Tuesday,0
113+04195,67.9,63,68,0.93,4672,1/5/2021 11:00,0,0,2021,1,5,11,1,Tuesday,0
113+04195,66.18,63,68,0.95,4865,1/5/2021 12:00,0,0,2021,1,5,12,1,Tuesday,0
113+04195,68.21,62,68,0.92,5172,1/5/2021 13:00,0,0,2021,1,5,13,1,Tuesday,0
113+04195,65.78,61,68,0.96,6023,1/5/2021 14:00,0,0,2021,1,5,14,1,Tuesday,0
113+04195,66.77,54,68,0.94,7205,1/5/2021 15:00,0,0,2021,1,5,15,1,Tuesday,0
113+04195,65.38,32,68,0.96,7811,1/5/2021 16:00,0,0,2021,1,5,16,1,Tuesday,0
113+04195,62.33,31,68,1.01,6943,1/5/2021 17:00,0,0,2021,1,5,17,1,Tuesday,0
113+04195,64.35,60,68,0.98,4987,1/5/2021 18:00,0,0,2021,1,5,18,1,Tuesday,0
113+04195,69.02,64,68,0.91,3630,1/5/2021 19:00,0,0,2021,1,5,19,1,Tuesday,0
113+04195,67.64,62,68,0.93,3077,1/5/2021 20:00,0,0,2021,1,5,20,1,Tuesday,0
113+04195,68.84,63,68,0.91,2761,1/5/2021 21:00,0,0,2021,1,5,21,1,Tuesday,0
113+04195,70.54,63,68,0.89,2201,1/5/2021 22:00,0,0,2021,1,5,22,1,Tuesday,0
113+04195,68.9,55,68,0.91,1490,1/5/2021 23:00,0,0,2021,1,5,23,1,Tuesday,0
113+04195,62.38,61,68,1.01,833,1/6/2021 0:00,0,0,2021,1,6,0,2,Wednesday,0
113+04195,67.94,62,68,0.93,543,1/6/2021 1:00,0,0,2021,1,6,1,2,Wednesday,0
113+04195,62.49,61,68,1.01,420,1/6/2021 2:00,0,0,2021,1,6,2,2,Wednesday,0
113+04195,60.93,63,68,1.03,411,1/6/2021 3:00,0,0,2021,1,6,3,2,Wednesday,0
113+04195,62.18,63,68,1.01,719,1/6/2021 4:00,0,0,2021,1,6,4,2,Wednesday,0
113+04195,70.43,62,68,0.89,1842,1/6/2021 5:00,0,0,2021,1,6,5,2,Wednesday,0
113+04195,63.72,63,68,0.99,4015,1/6/2021 6:00,0,0,2021,1,6,6,2,Wednesday,0
113+04195,64.94,61,68,0.97,5181,1/6/2021 7:00,0,0,2021,1,6,7,2,Wednesday,0
113+04195,66.75,62,68,0.94,4532,1/6/2021 8:00,0,0,2021,1,6,8,2,Wednesday,0
113+04195,67.11,53,68,0.94,4050,1/6/2021 9:00,0,0,2021,1,6,9,2,Wednesday,0
113+04195,64.06,35,68,0.98,4278,1/6/2021 10:00,0,0,2021,1,6,10,2,Wednesday,0
113+04195,62.98,38,68,1,4672,1/6/2021 11:00,0,0,2021,1,6,11,2,Wednesday,0
113+04195,67.18,41,68,0.94,4865,1/6/2021 12:00,0,0,2021,1,6,12,2,Wednesday,0
113+04195,68.17,39,68,0.92,5172,1/6/2021 13:00,0,0,2021,1,6,13,2,Wednesday,0
113+04195,66.48,44,68,0.95,6023,1/6/2021 14:00,0,0,2021,1,6,14,2,Wednesday,0
113+04195,66.52,52,68,0.95,7205,1/6/2021 15:00,0,0,2021,1,6,15,2,Wednesday,0
113+04195,62.21,32,68,1.01,7811,1/6/2021 16:00,0,0,2021,1,6,16,2,Wednesday,0
113+04195,62.02,28,68,1.02,6943,1/6/2021 17:00,0,0,2021,1,6,17,2,Wednesday,0
113+04195,65.91,60,68,0.96,4987,1/6/2021 18:00,0,0,2021,1,6,18,2,Wednesday,0
113+04195,66.84,63,68,0.94,3630,1/6/2021 19:00,0,0,2021,1,6,19,2,Wednesday,0
113+04195,67.96,62,68,0.93,3077,1/6/2021 20:00,0,0,2021,1,6,20,2,Wednesday,0
113+04195,68.02,62,68,0.93,2761,1/6/2021 21:00,0,0,2021,1,6,21,2,Wednesday,0
113+04195,59.36,61,68,1.06,2201,1/6/2021 22:00,0,0,2021,1,6,22,2,Wednesday,0
113+04195,48.78,62,68,1.29,1490,1/6/2021 23:00,0,0,2021,1,6,23,2,Wednesday,0
113+04195,62.74,62,68,1,833,1/7/2021 0:00,0,0,2021,1,7,0,3,Thursday,0
113+04195,64.68,61,68,0.97,543,1/7/2021 1:00,0,0,2021,1,7,1,3,Thursday,0
113+04195,63.82,61,68,0.99,420,1/7/2021 2:00,0,0,2021,1,7,2,3,Thursday,0
113+04195,60.06,62,68,1.05,411,1/7/2021 3:00,0,0,2021,1,7,3,3,Thursday,0
113+04195,70.32,61,68,0.9,719,1/7/2021 4:00,0,0,2021,1,7,4,3,Thursday,0
113+04195,66.5,61,68,0.95,1842,1/7/2021 5:00,0,0,2021,1,7,5,3,Thursday,0
113+04195,65.58,62,68,0.96,4015,1/7/2021 6:00,0,0,2021,1,7,6,3,Thursday,0
113+04195,67.48,61,68,0.93,5181,1/7/2021 7:00,0,0,2021,1,7,7,3,Thursday,0
113+04195,65.22,61,68,0.97,4532,1/7/2021 8:00,0,0,2021,1,7,8,3,Thursday,0
113+04195,63.55,62,68,0.99,4050,1/7/2021 9:00,0,0,2021,1,7,9,3,Thursday,0
113+04195,63.53,59,68,0.99,4278,1/7/2021 10:00,0,0,2021,1,7,10,3,Thursday,0
113+04195,62.76,62,68,1,4672,1/7/2021 11:00,0,0,2021,1,7,11,3,Thursday,0
113+04195,63.92,62,68,0.99,4865,1/7/2021 12:00,0,0,2021,1,7,12,3,Thursday,0
113+04195,63.37,61,68,0.99,5172,1/7/2021 13:00,0,0,2021,1,7,13,3,Thursday,0
113+04195,62.42,59,68,1.01,6023,1/7/2021 14:00,0,0,2021,1,7,14,3,Thursday,0
113+04195,52.91,50,68,1.19,7205,1/7/2021 15:00,0,0,2021,1,7,15,3,Thursday,0
113+04195,51.56,32,68,1.22,7811,1/7/2021 16:00,0,0,2021,1,7,16,3,Thursday,0
113+04195,51.77,30,68,1.22,6943,1/7/2021 17:00,0,0,2021,1,7,17,3,Thursday,0
113+04195,61.43,60,68,1.03,4987,1/7/2021 18:00,0,0,2021,1,7,18,3,Thursday,0
113+04195,65.3,62,68,0.96,3630,1/7/2021 19:00,0,0,2021,1,7,19,3,Thursday,0
113+04195,67.15,62,68,0.94,3077,1/7/2021 20:00,0,0,2021,1,7,20,3,Thursday,0
113+04195,61.86,63,68,1.02,2761,1/7/2021 21:00,0,0,2021,1,7,21,3,Thursday,0
113+04195,62.35,63,68,1.01,2201,1/7/2021 22:00,0,0,2021,1,7,22,3,Thursday,0
113+04195,66.14,63,68,0.95,1490,1/7/2021 23:00,0,0,2021,1,7,23,3,Thursday,0
113+04195,59.76,63,68,1.05,872,1/8/2021 0:00,0,0,2021,1,8,0,4,Friday,0
113+04195,65.93,62,68,0.96,570,1/8/2021 1:00,0,0,2021,1,8,1,4,Friday,0
113+04195,58.3,57,68,1.08,440,1/8/2021 2:00,0,0,2021,1,8,2,4,Friday,0
113+04195,58.08,62,68,1.08,431,1/8/2021 3:00,0,0,2021,1,8,3,4,Friday,0
113+04195,62.16,63,68,1.01,753,1/8/2021 4:00,0,0,2021,1,8,4,4,Friday,0
113+04195,63.57,62,68,0.99,1928,1/8/2021 5:00,0,0,2021,1,8,5,4,Friday,0
113+04195,66.48,64,68,0.95,4206,1/8/2021 6:00,0,0,2021,1,8,6,4,Friday,0
113+04195,66.45,62,68,0.95,5428,1/8/2021 7:00,0,0,2021,1,8,7,4,Friday,0
113+04195,66.47,63,68,0.95,4747,1/8/2021 8:00,0,0,2021,1,8,8,4,Friday,0
113+04195,67.82,63,68,0.93,4242,1/8/2021 9:00,0,0,2021,1,8,9,4,Friday,0
113+04195,65.94,62,68,0.96,4481,1/8/2021 10:00,0,0,2021,1,8,10,4,Friday,0
113+04195,66.41,63,68,0.95,4895,1/8/2021 11:00,0,0,2021,1,8,11,4,Friday,0
113+04195,65.79,62,68,0.96,5096,1/8/2021 12:00,0,0,2021,1,8,12,4,Friday,0
113+04195,65.87,62,68,0.96,5419,1/8/2021 13:00,0,0,2021,1,8,13,4,Friday,0
113+04195,65.67,62,68,0.96,6309,1/8/2021 14:00,0,0,2021,1,8,14,4,Friday,0
113+04195,65.58,54,68,0.96,7549,1/8/2021 15:00,0,0,2021,1,8,15,4,Friday,0
113+04195,64.36,45,68,0.98,8183,1/8/2021 16:00,0,0,2021,1,8,16,4,Friday,0
113+04195,63.19,43,68,1,7274,1/8/2021 17:00,0,0,2021,1,8,17,4,Friday,0
113+04195,64.73,61,68,0.97,5226,1/8/2021 18:00,0,0,2021,1,8,18,4,Friday,0
113+04195,66.93,63,68,0.94,3801,1/8/2021 19:00,0,0,2021,1,8,19,4,Friday,0
113+04195,64.58,63,68,0.98,3224,1/8/2021 20:00,0,0,2021,1,8,20,4,Friday,0
113+04195,67.94,63,68,0.93,2893,1/8/2021 21:00,0,0,2021,1,8,21,4,Friday,0
113+04195,69.35,64,68,0.91,2305,1/8/2021 22:00,0,0,2021,1,8,22,4,Friday,0
113+04195,68.15,63,68,0.92,1561,1/8/2021 23:00,0,0,2021,1,8,23,4,Friday,0
113+04195,70.9,64,68,0.89,1406,1/9/2021 0:00,0,0,2021,1,9,0,5,Saturday,1
113+04195,67.85,64,68,0.93,976,1/9/2021 1:00,0,0,2021,1,9,1,5,Saturday,1
113+04195,63.39,62,68,0.99,684,1/9/2021 2:00,0,0,2021,1,9,2,5,Saturday,1
113+04195,71.72,62,68,0.88,496,1/9/2021 3:00,0,0,2021,1,9,3,5,Saturday,1
113+04195,64.1,61,68,0.98,578,1/9/2021 4:00,0,0,2021,1,9,4,5,Saturday,1
113+04195,61.04,60,68,1.03,1006,1/9/2021 5:00,0,0,2021,1,9,5,5,Saturday,1
113+04195,64.17,63,68,0.98,1721,1/9/2021 6:00,0,0,2021,1,9,6,5,Saturday,1
113+04195,62.14,63,68,1.01,2375,1/9/2021 7:00,0,0,2021,1,9,7,5,Saturday,1
113+04195,72.91,62,68,0.86,3050,1/9/2021 8:00,0,0,2021,1,9,8,5,Saturday,1
113+04195,68.28,63,68,0.92,3786,1/9/2021 9:00,0,0,2021,1,9,9,5,Saturday,1
113+04195,67.66,60,68,0.93,4471,1/9/2021 10:00,0,0,2021,1,9,10,5,Saturday,1
113+04195,67.61,42,68,0.93,5020,1/9/2021 11:00,0,0,2021,1,9,11,5,Saturday,1
113+04195,68.33,61,68,0.92,5320,1/9/2021 12:00,0,0,2021,1,9,12,5,Saturday,1
113+04195,68.12,61,68,0.92,5320,1/9/2021 13:00,0,0,2021,1,9,13,5,Saturday,1
113+04195,68.14,60,68,0.92,5372,1/9/2021 14:00,0,0,2021,1,9,14,5,Saturday,1
113+04195,67.53,61,68,0.93,5440,1/9/2021 15:00,0,0,2021,1,9,15,5,Saturday,1
113+04195,65.76,62,68,0.96,5371,1/9/2021 16:00,0,0,2021,1,9,16,5,Saturday,1
113+04195,65.24,64,68,0.97,5034,1/9/2021 17:00,0,0,2021,1,9,17,5,Saturday,1
113+04195,65.29,63,68,0.96,4357,1/9/2021 18:00,0,0,2021,1,9,18,5,Saturday,1
113+04195,68.52,63,68,0.92,3606,1/9/2021 19:00,0,0,2021,1,9,19,5,Saturday,1
113+04195,70.41,62,68,0.89,3050,1/9/2021 20:00,0,0,2021,1,9,20,5,Saturday,1
113+04195,66.89,62,68,0.94,2690,1/9/2021 21:00,0,0,2021,1,9,21,5,Saturday,1
113+04195,66.32,62,68,0.95,2223,1/9/2021 22:00,0,0,2021,1,9,22,5,Saturday,1
113+04195,68.78,62,68,0.92,1781,1/9/2021 23:00,0,0,2021,1,9,23,5,Saturday,1
113+04195,70.29,62,68,0.9,1249,1/10/2021 0:00,0,0,2021,1,10,0,6,Sunday,1
113+04195,63.48,63,68,0.99,868,1/10/2021 1:00,0,0,2021,1,10,1,6,Sunday,1
113+04195,70.04,63,68,0.9,607,1/10/2021 2:00,0,0,2021,1,10,2,6,Sunday,1
113+04195,65.69,62,68,0.96,442,1/10/2021 3:00,0,0,2021,1,10,3,6,Sunday,1
,,,,,,1/10/2021 4:00,0,0,2021,1,10,4,6,Sunday,1
113+04195,67.05,62,68,0.94,895,1/10/2021 5:00,0,0,2021,1,10,5,6,Sunday,1
113+04195,69.05,63,68,0.91,1530,1/10/2021 6:00,0,0,2021,1,10,6,6,Sunday,1
113+04195,66,63,68,0.95,2111,1/10/2021 7:00,0,0,2021,1,10,7,6,Sunday,1
113+04195,66.92,63,68,0.94,2712,1/10/2021 8:00,0,0,2021,1,10,8,6,Sunday,1
113+04195,70.51,64,68,0.89,3366,1/10/2021 9:00,0,0,2021,1,10,9,6,Sunday,1
113+04195,69.18,64,68,0.91,3973,1/10/2021 10:00,0,0,2021,1,10,10,6,Sunday,1
113+04195,70.97,65,68,0.89,4461,1/10/2021 11:00,0,0,2021,1,10,11,6,Sunday,1
113+04195,68.74,63,68,0.92,4728,1/10/2021 12:00,0,0,2021,1,10,12,6,Sunday,1
113+04195,69.23,64,68,0.91,4728,1/10/2021 13:00,0,0,2021,1,10,13,6,Sunday,1
113+04195,69.26,64,68,0.91,4776,1/10/2021 14:00,0,0,2021,1,10,14,6,Sunday,1
113+04195,68.4,64,68,0.92,4836,1/10/2021 15:00,0,0,2021,1,10,15,6,Sunday,1
113+04195,69.41,65,68,0.91,4775,1/10/2021 16:00,0,0,2021,1,10,16,6,Sunday,1
113+04195,64.38,64,68,0.98,4474,1/10/2021 17:00,0,0,2021,1,10,17,6,Sunday,1
113+04195,68.02,65,68,0.93,3874,1/10/2021 18:00,0,0,2021,1,10,18,6,Sunday,1
113+04195,68.63,64,68,0.92,3205,1/10/2021 19:00,0,0,2021,1,10,19,6,Sunday,1
113+04195,68.23,63,68,0.92,2712,1/10/2021 20:00,0,0,2021,1,10,20,6,Sunday,1
113+04195,68.05,61,68,0.93,2392,1/10/2021 21:00,0,0,2021,1,10,21,6,Sunday,1
113+04195,65.82,61,68,0.96,1977,1/10/2021 22:00,0,0,2021,1,10,22,6,Sunday,1
113+04195,65.38,61,68,0.96,1583,1/10/2021 23:00,0,0,2021,1,10,23,6,Sunday,1
113+04195,68.1,63,68,0.92,833,1/11/2021 0:00,0,0,2021,1,11,0,0,Monday,0
113+04195,60,61,68,1.05,543,1/11/2021 1:00,0,0,2021,1,11,1,0,Monday,0
113+04195,60.53,57,68,1.04,420,1/11/2021 2:00,0,0,2021,1,11,2,0,Monday,0
113+04195,66.04,62,68,0.95,411,1/11/2021 3:00,0,0,2021,1,11,3,0,Monday,0
113+04195,70.28,62,68,0.9,719,1/11/2021 4:00,0,0,2021,1,11,4,0,Monday,0
113+04195,62.79,62,68,1,1842,1/11/2021 5:00,0,0,2021,1,11,5,0,Monday,0
113+04195,62.56,62,68,1.01,4015,1/11/2021 6:00,0,0,2021,1,11,6,0,Monday,0
113+04195,67.11,62,68,0.94,5181,1/11/2021 7:00,0,0,2021,1,11,7,0,Monday,0
113+04195,61.97,62,68,1.02,4532,1/11/2021 8:00,0,0,2021,1,11,8,0,Monday,0
113+04195,67.15,62,68,0.94,4050,1/11/2021 9:00,0,0,2021,1,11,9,0,Monday,0
113+04195,64.84,63,68,0.97,4278,1/11/2021 10:00,0,0,2021,1,11,10,0,Monday,0
113+04195,65.42,63,68,0.96,4672,1/11/2021 11:00,0,0,2021,1,11,11,0,Monday,0
113+04195,59.04,62,68,1.07,4865,1/11/2021 12:00,0,0,2021,1,11,12,0,Monday,0
113+04195,64.23,63,68,0.98,5172,1/11/2021 13:00,0,0,2021,1,11,13,0,Monday,0
113+04195,64.17,61,68,0.98,6023,1/11/2021 14:00,0,0,2021,1,11,14,0,Monday,0
113+04195,61.35,58,68,1.03,7205,1/11/2021 15:00,1,1,2021,1,11,15,0,Monday,0
113+04195,63.93,44,68,0.99,7811,1/11/2021 16:00,0,0,2021,1,11,16,0,Monday,0
113+04195,61.99,43,68,1.02,6943,1/11/2021 17:00,0,0,2021,1,11,17,0,Monday,0
113+04195,66.94,63,68,0.94,4987,1/11/2021 18:00,0,0,2021,1,11,18,0,Monday,0
113+04195,68.13,64,68,0.92,3630,1/11/2021 19:00,0,0,2021,1,11,19,0,Monday,0
113+04195,66.96,62,68,0.94,3077,1/11/2021 20:00,0,0,2021,1,11,20,0,Monday,0
113+04195,67.56,51,68,0.93,2761,1/11/2021 21:00,0,0,2021,1,11,21,0,Monday,0
113+04195,67.77,53,68,0.93,2201,1/11/2021 22:00,0,0,2021,1,11,22,0,Monday,0
113+04195,68.27,63,68,0.92,1490,1/11/2021 23:00,0,0,2021,1,11,23,0,Monday,0
113+04195,62.92,60,68,1,833,1/12/2021 0:00,0,0,2021,1,12,0,1,Tuesday,0
